0.99865,2.9553e-06,-5.8011e-06,-0.00095725,-1.1564e-05,2.8651e-06,-0.0030604,-0.00021699,0.0023311,0.00086153,-5.1059e-05,-9.1087e-06,-0.0031896,-0.00047634,-0.00013654,0.005046,-0.002962,-0.00023124,-4.8815e-05,-0.0045117,2.5033e-05,-0.0016657,0.0032506,-0.0022459,0.0011659,0.00052314,-0.0026114,0.0013389,-7.42e-06,0.00077105,0.0003888,-0.00015058,-8.512e-06,-7.9805e-05,0.00015362,0.00022047,0.0023677,-6.2982e-05,0.0009291,0.00062068,-5.7575e-05,0.00028249,-1.9945e-05,0.0002065,0.0010545,0.00064126,0.00084512,9.9585e-05,-0.0001957,0.00040665,-0.00013386,-8.0879e-05,-8.2077e-07,5.3274e-05
-8.4825e-06,0.99088,-1.4578e-05,-0.0007145,-1.1244e-06,-4.0033e-06,-0.0046639,0.001071,-0.011074,0.005703,-7.0225e-06,4.7165e-05,-0.0061816,0.018454,-0.00057161,0.020507,-0.012522,-0.0020433,0.00021746,0.026172,-0.0054896,-0.0057731,0.011496,0.00033187,0.00036999,-0.0033925,0.014974,0.00057396,-7.1703e-05,0.0060376,-0.0012518,0.00082194,0.00018973,0.0001341,0.00016455,0.00010531,0.0020463,-0.0039053,0.001065,-0.0024983,-0.00071868,-0.0029546,6.1461e-05,-0.00050945,-0.0026987,-0.0032743,0.0009163,-0.001503,0.0010293,-0.0004202,-0.00010218,-4.8284e-05,-3.6287e-05,9.0892e-05
-5.1319e-06,-1.3026e-05,0.96519,-2.2276e-05,1.2936e-06,1.7886e-07,-4.1262e-05,1.9137e-06,-2.3856e-05,-5.5196e-05,7.0387e-07,-9.2946e-08,-6.9428e-05,0.00015643,-0.12056,-0.0027034,0.00034201,4.0185e-05,-6.6291e-08,-7.5672e-05,5.8595e-05,-1.0297e-05,2.5949e-05,3.8348e-05,-2.0474e-05,1.2766e-05,-4.3927e-05,-5.6213e-06,-0.034703,-0.0003731,1.3276e-07,-9.74e-06,2.0145e-06,-9.7539e-08,6.0367e-06,-1.9871e-06,-1.3118e-05,1.5908e-06,1.2673e-05,-6.7421e-07,-3.4854e-06,1.9219e-05,5.8112e-08,-1.1272e-06,-4.8557e-06,1.1376e-05,-1.1792e-05,1.4513e-06,-5.8012e-06,9.664e-06,-0.0011439,0.0017987,5.2716e-06,-1.0439e-05
-0.00092154,-0.00072905,-2.175e-05,0.96517,3.8479e-05,9.5123e-07,0.0007015,0.00038721,-0.0021542,-0.017366,0.00027923,-2.7499e-05,-0.0074432,0.0099928,-0.0016929,0.082253,0.074101,0.0087787,0.00016197,-0.0074957,0.024842,-0.0061316,0.010427,0.011903,-0.0056297,0.0041775,-0.014524,-0.019723,-0.00015241,0.019577,0.0016455,-0.0019792,-0.00045388,0.0010636,-6.3059e-05,-6.5583e-05,0.0004738,-0.0040406,-0.0026577,0.00027162,0.0050841,0.0048773,1.3933e-05,-0.00017846,-0.00067875,0.0036716,-0.0008704,0.0036313,-0.00024839,-0.00099097,0.0012172,0.00079928,2.5125e-05,-2.5608e-05
-8.2072e-06,1.4627e-06,1.4683e-06,2.256e-05,0.93624,2.3861e-06,-1.1207e-05,-1.0558e-05,0.00010439,6.9158e-05,1.4753e-07,-2.9732e-08,3.692e-05,-2.9744e-05,-3.1022e-06,-1.6153e-05,-0.021298,0.17713,8.8563e-05,0.0037897,0.0001804,1.2833e-05,-3.2521e-05,4.1934e-05,-1.436e-05,1.4187e-06,-1.1862e-05,7.3585e-05,-8.2802e-06,0.00010129,-6.837e-05,-7.2711e-05,-3.536e-06,-6.6179e-05,0.01772,-0.00017481,-0.0014526,0.00022526,0.00071464,0.00014027,-0.00052653,6.6721e-05,1.6037e-06,-1.962e-05,-9.5301e-05,9.4887e-06,-4.0298e-05,-0.00022949,-0.00017239,0.00024289,9.4919e-05,8.7063e-05,-1.7243e-05,0.0043238
2.6388e-06,-1.971e-06,1.9139e-07,-1.5419e-06,2.3509e-06,0.93642,-3.5672e-07,-6.307e-07,9.6693e-06,-1.9668e-05,4.5108e-07,-1.0859e-07,-2.7043e-06,-3.059e-05,2.0434e-07,1.3538e-05,0.00050383,0.00011244,-0.17766,0.0018237,-3.7434e-05,-3.5833e-06,8.7336e-06,3.3034e-06,-1.9786e-06,1.3249e-05,-2.5659e-05,-1.3939e-05,-8.2464e-07,-3.5851e-06,-1.5143e-05,3.9561e-06,1.2617e-06,-2.485e-06,-2.4249e-05,-0.017237,0.0015793,0.00045948,0.00017087,-0.00020183,-8.3373e-05,2.8281e-05,-3.0411e-07,1.3028e-06,1.2059e-05,9.8301e-07,-1.5393e-05,-4.5358e-05,6.5003e-05,2.6503e-05,2.3821e-05,2.588e-05,-0.0033853,-1.5822e-05
-0.0028563,-0.0043096,-3.6445e-05,0.00065942,-7.3016e-06,-4.9314e-08,0.94377,-0.0016146,0.010729,0.011446,-0.00014938,-2.5719e-05,-0.0060991,0.010406,-0.0029111,0.10505,-0.11476,-0.012331,-0.00086129,-0.050817,-0.0031918,0.011852,-0.025791,-0.0020989,-0.0004468,0.0002045,-0.0027264,0.016212,-0.00035946,0.028549,-0.001947,-0.0089828,-0.0003148,-0.010403,-0.00020899,-0.00052704,-0.0065986,0.0037385,0.0037762,0.0052521,-0.0068726,-0.00027307,-1.47e-05,-1.2267e-05,-5.7588e-05,0.00023723,-0.0021309,-0.0022986,-0.0029453,0.00089526,0.0040381,0.0026019,7.1084e-05,-0.0007201
-0.00020394,0.00098115,1.7209e-06,0.00035536,-9.0245e-06,-9.5656e-07,-0.0015774,0.96562,0.0032656,-0.0013838,3.3605e-05,2.0946e-05,0.002093,-0.0025176,6.6847e-05,-0.001685,-0.0040094,-7.4907e-05,-0.00018285,-0.016899,0.0079261,0.10675,0.052817,-0.00014681,-8.5752e-05,-0.00022255,0.0011625,-0.00035216,-2.025e-05,-0.00031676,-0.0003336,-0.007101,0.034977,0.0057691,-2.2348e-05,-7.3111e-05,-0.00054433,-0.00090947,0.000281,0.0016185,-0.00033938,-0.00010632,1.4101e-05,-0.00011242,-0.00058396,-4.106e-06,0.00028761,-2.0439e-05,-0.00053457,-0.0002685,-0.00013605,-9.399e-05,-1.5978e-05,-5.0315e-05
0.0021396,-0.01023,-2.0461e-05,-0.0019562,9.1525e-05,1.3797e-05,0.010502,0.0032625,0.92533,0.0086419,-0.00027831,-0.00025071,-0.0071945,0.014415,-0.00090255,0.03139,0.014342,-0.0028142,0.00197,0.19062,-0.017053,0.030816,-0.035583,-0.013394,0.0076215,0.0023666,-0.013229,0.0018506,-0.00013706,0.009514,0.0034888,-0.00021321,0.0056695,-0.014808,0.00019503,0.00067061,0.0041891,0.011671,-0.003507,-0.017476,0.0024327,0.0017664,-0.00015909,0.0011745,0.0061506,0.00035118,-0.0010629,9.1982e-05,0.0056184,0.002646,0.0023991,0.0016003,0.00021765,0.00030545
0.0007891,0.0050849,-5.2808e-05,-0.015744,1.1524e-05,-2.9797e-05,0.010768,-0.0013371,0.0084379,0.92446,-0.00078135,0.00065509,-0.0046685,-0.0037376,-0.00037311,0.020983,0.11676,0.014362,-0.00018544,-0.046377,0.11293,0.025786,-0.059037,-0.043924,0.026545,-0.014001,0.057843,0.036005,0.00017075,-0.0089143,0.0047578,-0.0078911,0.0011826,-0.016145,-0.00031593,-9.5441e-05,0.0009261,-0.0028882,-0.01254,0.010353,0.01884,-0.011123,-0.00022535,0.00013812,-0.00032661,-0.0054339,0.0020854,-0.0018804,0.00043104,-0.001546,0.001546,0.0012,-0.00034333,0.0018175
